,PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S
527,528,0,1,28.0,0,0,221.7792,True,False,True
528,529,0,3,39.0,0,0,7.925,True,False,True
529,530,0,2,23.0,2,1,11.5,True,False,True
530,531,1,2,2.0,1,1,26.0,False,False,True
531,532,0,3,28.0,0,0,7.2292,True,False,False
532,533,0,3,17.0,1,1,7.2292,True,False,False
533,534,1,3,28.0,0,2,22.3583,False,False,False
534,535,0,3,30.0,0,0,8.6625,False,False,True
535,536,1,2,7.0,0,2,26.25,False,False,True
536,537,0,1,45.0,0,0,26.55,True,False,True
537,538,1,1,30.0,0,0,106.425,False,False,False
538,539,0,3,28.0,0,0,14.5,True,False,True
539,540,1,1,22.0,0,2,49.5,False,False,False
540,541,1,1,36.0,0,2,71.0,False,False,True
541,542,0,3,9.0,4,2,31.275,False,False,True
542,543,0,3,11.0,4,2,31.275,False,False,True
543,544,1,2,32.0,1,0,26.0,True,False,True
544,545,0,1,50.0,1,0,106.425,True,False,False
545,546,0,1,64.0,0,0,26.0,True,False,True
546,547,1,2,19.0,1,0,26.0,False,False,True
547,548,1,2,28.0,0,0,13.8625,True,False,False
548,549,0,3,33.0,1,1,20.525,True,False,True
549,550,1,2,8.0,1,1,36.75,True,False,True
550,551,1,1,17.0,0,2,110.8833,True,False,False
551,552,0,2,27.0,0,0,26.0,True,False,True
552,553,0,3,28.0,0,0,7.8292,True,True,False
553,554,1,3,22.0,0,0,7.225,True,False,False
554,555,1,3,22.0,0,0,7.775,False,False,True
555,556,0,1,62.0,0,0,26.55,True,False,True
556,557,1,1,48.0,1,0,39.6,False,False,False
557,558,0,1,28.0,0,0,227.525,True,False,False
558,559,1,1,39.0,1,1,79.65,False,False,True
559,560,1,3,36.0,1,0,17.4,False,False,True
560,561,0,3,28.0,0,0,7.75,True,True,False
561,562,0,3,40.0,0,0,7.8958,True,False,True
562,563,0,2,28.0,0,0,13.5,True,False,True
563,564,0,3,28.0,0,0,8.05,True,False,True
564,565,0,3,28.0,0,0,8.05,False,False,True
565,566,0,3,24.0,2,0,24.15,True,False,True
566,567,0,3,19.0,0,0,7.8958,True,False,True
567,568,0,3,29.0,0,4,21.075,False,False,True
568,569,0,3,28.0,0,0,7.2292,True,False,False
569,570,1,3,32.0,0,0,7.8542,True,False,True
570,571,1,2,62.0,0,0,10.5,True,False,True
571,572,1,1,53.0,2,0,51.4792,False,False,True
572,573,1,1,36.0,0,0,26.3875,True,False,True
573,574,1,3,28.0,0,0,7.75,False,True,False
574,575,0,3,16.0,0,0,8.05,True,False,True
575,576,0,3,19.0,0,0,14.5,True,False,True
576,577,1,2,34.0,0,0,13.0,False,False,True
577,578,1,1,39.0,1,0,55.9,False,False,True
578,579,0,3,28.0,1,0,14.4583,False,False,False
579,580,1,3,32.0,0,0,7.925,True,False,True
580,581,1,2,25.0,1,1,30.0,False,False,True
581,582,1,1,39.0,1,1,110.8833,False,False,False
582,583,0,2,54.0,0,0,26.0,True,False,True
583,584,0,1,36.0,0,0,40.125,True,False,False
584,585,0,3,28.0,0,0,8.7125,True,False,False
585,586,1,1,18.0,0,2,79.65,False,False,True
586,587,0,2,47.0,0,0,15.0,True,False,True
587,588,1,1,60.0,1,1,79.2,True,False,False
588,589,0,3,22.0,0,0,8.05,True,False,True
589,590,0,3,28.0,0,0,8.05,True,False,True
590,591,0,3,35.0,0,0,7.125,True,False,True
591,592,1,1,52.0,1,0,78.2667,False,False,False
592,593,0,3,47.0,0,0,7.25,True,False,True
593,594,0,3,28.0,0,2,7.75,False,True,False
594,595,0,2,37.0,1,0,26.0,True,False,True
595,596,0,3,36.0,1,1,24.15,True,False,True
596,597,1,2,28.0,0,0,33.0,False,False,True
597,598,0,3,49.0,0,0,0.0,True,False,True
598,599,0,3,28.0,0,0,7.225,True,False,False
599,600,1,1,49.0,1,0,56.9292,True,False,False
600,601,1,2,24.0,2,1,27.0,False,False,True
601,602,0,3,28.0,0,0,7.8958,True,False,True
602,603,0,1,28.0,0,0,42.4,True,False,True
603,604,0,3,44.0,0,0,8.05,True,False,True
604,605,1,1,35.0,0,0,26.55,True,False,False
605,606,0,3,36.0,1,0,15.55,True,False,True
606,607,0,3,30.0,0,0,7.8958,True,False,True
607,608,1,1,27.0,0,0,30.5,True,False,True
608,609,1,2,22.0,1,2,41.5792,False,False,False
609,610,1,1,40.0,0,0,153.4625,False,False,True
610,611,0,3,39.0,1,5,31.275,False,False,True
611,612,0,3,28.0,0,0,7.05,True,False,True
612,613,1,3,28.0,1,0,15.5,False,True,False
613,614,0,3,28.0,0,0,7.75,True,True,False
614,615,0,3,35.0,0,0,8.05,True,False,True
615,616,1,2,24.0,1,2,65.0,False,False,True
616,617,0,3,34.0,1,1,14.4,True,False,True
617,618,0,3,26.0,1,0,16.1,False,False,True
618,619,1,2,4.0,2,1,39.0,False,False,True
619,620,0,2,26.0,0,0,10.5,True,False,True
620,621,0,3,27.0,1,0,14.4542,True,False,False
621,622,1,1,42.0,1,0,52.5542,True,False,True
622,623,1,3,20.0,1,1,15.7417,True,False,False
623,624,0,3,21.0,0,0,7.8542,True,False,True
624,625,0,3,21.0,0,0,16.1,True,False,True
625,626,0,1,61.0,0,0,32.3208,True,False,True
626,627,0,2,57.0,0,0,12.35,True,True,False
627,628,1,1,21.0,0,0,77.9583,False,False,True
628,629,0,3,26.0,0,0,7.8958,True,False,True
629,630,0,3,28.0,0,0,7.7333,True,True,False
630,631,1,1,80.0,0,0,30.0,True,False,True
631,632,0,3,51.0,0,0,7.0542,True,False,True
632,633,1,1,32.0,0,0,30.5,True,False,False
633,634,0,1,28.0,0,0,0.0,True,False,True
634,635,0,3,9.0,3,2,27.9,False,False,True
635,636,1,2,28.0,0,0,13.0,False,False,True
636,637,0,3,32.0,0,0,7.925,True,False,True
637,638,0,2,31.0,1,1,26.25,True,False,True
638,639,0,3,41.0,0,5,39.6875,False,False,True
639,640,0,3,28.0,1,0,16.1,True,False,True
640,641,0,3,20.0,0,0,7.8542,True,False,True
641,642,1,1,24.0,0,0,69.3,False,False,False
642,643,0,3,2.0,3,2,27.9,False,False,True
643,644,1,3,28.0,0,0,56.4958,True,False,True
644,645,1,3,0.75,2,1,19.2583,False,False,False
645,646,1,1,48.0,1,0,76.7292,True,False,False
646,647,0,3,19.0,0,0,7.8958,True,False,True
647,648,1,1,56.0,0,0,35.5,True,False,False
648,649,0,3,28.0,0,0,7.55,True,False,True
649,650,1,3,23.0,0,0,7.55,False,False,True
650,651,0,3,28.0,0,0,7.8958,True,False,True
651,652,1,2,18.0,0,1,23.0,False,False,True
652,653,0,3,21.0,0,0,8.4333,True,False,True
653,654,1,3,28.0,0,0,7.8292,False,True,False
654,655,0,3,18.0,0,0,6.75,False,True,False
655,656,0,2,24.0,2,0,73.5,True,False,True
656,657,0,3,28.0,0,0,7.8958,True,False,True
657,658,0,3,32.0,1,1,15.5,False,True,False
658,659,0,2,23.0,0,0,13.0,True,False,True
659,660,0,1,58.0,0,2,113.275,True,False,False
660,661,1,1,50.0,2,0,133.65,True,False,True
661,662,0,3,40.0,0,0,7.225,True,False,False
662,663,0,1,47.0,0,0,25.5875,True,False,True
663,664,0,3,36.0,0,0,7.4958,True,False,True
664,665,1,3,20.0,1,0,7.925,True,False,True
665,666,0,2,32.0,2,0,73.5,True,False,True
666,667,0,2,25.0,0,0,13.0,True,False,True
667,668,0,3,28.0,0,0,7.775,True,False,True
668,669,0,3,43.0,0,0,8.05,True,False,True
669,670,1,1,28.0,1,0,52.0,False,False,True
670,671,1,2,40.0,1,1,39.0,False,False,True
671,672,0,1,31.0,1,0,52.0,True,False,True
672,673,0,2,70.0,0,0,10.5,True,False,True
673,674,1,2,31.0,0,0,13.0,True,False,True
674,675,0,2,28.0,0,0,0.0,True,False,True
675,676,0,3,18.0,0,0,7.775,True,False,True
676,677,0,3,24.5,0,0,8.05,True,False,True
677,678,1,3,18.0,0,0,9.8417,False,False,True
678,679,0,3,43.0,1,6,46.9,False,False,True
679,680,1,1,36.0,0,1,512.3292,True,False,False
680,681,0,3,28.0,0,0,8.1375,False,True,False
681,682,1,1,27.0,0,0,76.7292,True,False,False
682,683,0,3,20.0,0,0,9.225,True,False,True
683,684,0,3,14.0,5,2,46.9,True,False,True
684,685,0,2,60.0,1,1,39.0,True,False,True
685,686,0,2,25.0,1,2,41.5792,True,False,False
686,687,0,3,14.0,4,1,39.6875,True,False,True
687,688,0,3,19.0,0,0,10.1708,True,False,True
688,689,0,3,18.0,0,0,7.7958,True,False,True
689,690,1,1,15.0,0,1,211.3375,False,False,True
690,691,1,1,31.0,1,0,57.0,True,False,True
691,692,1,3,4.0,0,1,13.4167,False,False,False
692,693,1,3,28.0,0,0,56.4958,True,False,True
693,694,0,3,25.0,0,0,7.225,True,False,False
694,695,0,1,60.0,0,0,26.55,True,False,True
695,696,0,2,52.0,0,0,13.5,True,False,True
696,697,0,3,44.0,0,0,8.05,True,False,True
697,698,1,3,28.0,0,0,7.7333,False,True,False
698,699,0,1,49.0,1,1,110.8833,True,False,False
699,700,0,3,42.0,0,0,7.65,True,False,True
700,701,1,1,18.0,1,0,227.525,False,False,False
701,702,1,1,35.0,0,0,26.2875,True,False,True
702,703,0,3,18.0,0,1,14.4542,False,False,False
703,704,0,3,25.0,0,0,7.7417,True,True,False
704,705,0,3,26.0,1,0,7.8542,True,False,True
705,706,0,2,39.0,0,0,26.0,True,False,True
706,707,1,2,45.0,0,0,13.5,False,False,True
707,708,1,1,42.0,0,0,26.2875,True,False,True
708,709,1,1,22.0,0,0,151.55,False,False,True
709,710,1,3,28.0,1,1,15.2458,True,False,False
710,711,1,1,24.0,0,0,49.5042,False,False,False
711,712,0,1,28.0,0,0,26.55,True,False,True
712,713,1,1,48.0,1,0,52.0,True,False,True
713,714,0,3,29.0,0,0,9.4833,True,False,True
714,715,0,2,52.0,0,0,13.0,True,False,True
715,716,0,3,19.0,0,0,7.65,True,False,True
716,717,1,1,38.0,0,0,227.525,False,False,False
717,718,1,2,27.0,0,0,10.5,False,False,True
718,719,0,3,28.0,0,0,15.5,True,True,False
719,720,0,3,33.0,0,0,7.775,True,False,True
720,721,1,2,6.0,0,1,33.0,False,False,True
721,722,0,3,17.0,1,0,7.0542,True,False,True
722,723,0,2,34.0,0,0,13.0,True,False,True
723,724,0,2,50.0,0,0,13.0,True,False,True
724,725,1,1,27.0,1,0,53.1,True,False,True
725,726,0,3,20.0,0,0,8.6625,True,False,True
726,727,1,2,30.0,3,0,21.0,False,False,True
727,728,1,3,28.0,0,0,7.7375,False,True,False
728,729,0,2,25.0,1,0,26.0,True,False,True
729,730,0,3,25.0,1,0,7.925,False,False,True
730,731,1,1,29.0,0,0,211.3375,False,False,True
731,732,0,3,11.0,0,0,18.7875,True,False,False
732,733,0,2,28.0,0,0,0.0,True,False,True
733,734,0,2,23.0,0,0,13.0,True,False,True
734,735,0,2,23.0,0,0,13.0,True,False,True
735,736,0,3,28.5,0,0,16.1,True,False,True
736,737,0,3,48.0,1,3,34.375,False,False,True
737,738,1,1,35.0,0,0,512.3292,True,False,False
738,739,0,3,28.0,0,0,7.8958,True,False,True
739,740,0,3,28.0,0,0,7.8958,True,False,True
740,741,1,1,28.0,0,0,30.0,True,False,True
741,742,0,1,36.0,1,0,78.85,True,False,True
742,743,1,1,21.0,2,2,262.375,False,False,False
743,744,0,3,24.0,1,0,16.1,True,False,True
744,745,1,3,31.0,0,0,7.925,True,False,True
745,746,0,1,70.0,1,1,71.0,True,False,True
746,747,0,3,16.0,1,1,20.25,True,False,True
747,748,1,2,30.0,0,0,13.0,False,False,True
748,749,0,1,19.0,1,0,53.1,True,False,True
749,750,0,3,31.0,0,0,7.75,True,True,False
750,751,1,2,4.0,1,1,23.0,False,False,True
751,752,1,3,6.0,0,1,12.475,True,False,True
752,753,0,3,33.0,0,0,9.5,True,False,True
753,754,0,3,23.0,0,0,7.8958,True,False,True
754,755,1,2,48.0,1,2,65.0,False,False,True
755,756,1,2,0.67,1,1,14.5,True,False,True
756,757,0,3,28.0,0,0,7.7958,True,False,True
757,758,0,2,18.0,0,0,11.5,True,False,True
758,759,0,3,34.0,0,0,8.05,True,False,True
759,760,1,1,33.0,0,0,86.5,False,False,True
760,761,0,3,28.0,0,0,14.5,True,False,True
761,762,0,3,41.0,0,0,7.125,True,False,True
762,763,1,3,20.0,0,0,7.2292,True,False,False
763,764,1,1,36.0,1,2,120.0,False,False,True
764,765,0,3,16.0,0,0,7.775,True,False,True
765,766,1,1,51.0,1,0,77.9583,False,False,True
766,767,0,1,28.0,0,0,39.6,True,False,False
767,768,0,3,30.5,0,0,7.75,False,True,False
768,769,0,3,28.0,1,0,24.15,True,True,False
769,770,0,3,32.0,0,0,8.3625,True,False,True
770,771,0,3,24.0,0,0,9.5,True,False,True
771,772,0,3,48.0,0,0,7.8542,True,False,True
772,773,0,2,57.0,0,0,10.5,False,False,True
773,774,0,3,28.0,0,0,7.225,True,False,False
774,775,1,2,54.0,1,3,23.0,False,False,True
775,776,0,3,18.0,0,0,7.75,True,False,True
776,777,0,3,28.0,0,0,7.75,True,True,False
777,778,1,3,5.0,0,0,12.475,False,False,True
778,779,0,3,28.0,0,0,7.7375,True,True,False
779,780,1,1,43.0,0,1,211.3375,False,False,True
780,781,1,3,13.0,0,0,7.2292,False,False,False
781,782,1,1,17.0,1,0,57.0,False,False,True
782,783,0,1,29.0,0,0,30.0,True,False,True
783,784,0,3,28.0,1,2,23.45,True,False,True
784,785,0,3,25.0,0,0,7.05,True,False,True
785,786,0,3,25.0,0,0,7.25,True,False,True
786,787,1,3,18.0,0,0,7.4958,False,False,True
787,788,0,3,8.0,4,1,29.125,True,True,False
788,789,1,3,1.0,1,2,20.575,True,False,True
789,790,0,1,46.0,0,0,79.2,True,False,False
790,791,0,3,28.0,0,0,7.75,True,True,False
791,792,0,2,16.0,0,0,26.0,True,False,True
792,793,0,3,28.0,8,2,69.55,False,False,True
793,794,0,1,28.0,0,0,30.6958,True,False,False
794,795,0,3,25.0,0,0,7.8958,True,False,True
795,796,0,2,39.0,0,0,13.0,True,False,True
796,797,1,1,49.0,0,0,25.9292,False,False,True
797,798,1,3,31.0,0,0,8.6833,False,False,True
798,799,0,3,30.0,0,0,7.2292,True,False,False
799,800,0,3,30.0,1,1,24.15,False,False,True
800,801,0,2,34.0,0,0,13.0,True,False,True
801,802,1,2,31.0,1,1,26.25,False,False,True
802,803,1,1,11.0,1,2,120.0,True,False,True
803,804,1,3,0.42,0,1,8.5167,True,False,False
804,805,1,3,27.0,0,0,6.975,True,False,True
805,806,0,3,31.0,0,0,7.775,True,False,True
806,807,0,1,39.0,0,0,0.0,True,False,True
807,808,0,3,18.0,0,0,7.775,False,False,True
808,809,0,2,39.0,0,0,13.0,True,False,True
809,810,1,1,33.0,1,0,53.1,False,False,True
810,811,0,3,26.0,0,0,7.8875,True,False,True
811,812,0,3,39.0,0,0,24.15,True,False,True
812,813,0,2,35.0,0,0,10.5,True,False,True
813,814,0,3,6.0,4,2,31.275,False,False,True
814,815,0,3,30.5,0,0,8.05,True,False,True
815,816,0,1,28.0,0,0,0.0,True,False,True
816,817,0,3,23.0,0,0,7.925,False,False,True
817,818,0,2,31.0,1,1,37.0042,True,False,False
818,819,0,3,43.0,0,0,6.45,True,False,True
819,820,0,3,10.0,3,2,27.9,True,False,True
820,821,1,1,52.0,1,1,93.5,False,False,True
821,822,1,3,27.0,0,0,8.6625,True,False,True
822,823,0,1,38.0,0,0,0.0,True,False,True
823,824,1,3,27.0,0,1,12.475,False,False,True
824,825,0,3,2.0,4,1,39.6875,True,False,True
825,826,0,3,28.0,0,0,6.95,True,True,False
826,827,0,3,28.0,0,0,56.4958,True,False,True
827,828,1,2,1.0,0,2,37.0042,True,False,False
828,829,1,3,28.0,0,0,7.75,True,True,False
829,830,1,1,62.0,0,0,80.0,False,False,True
830,831,1,3,15.0,1,0,14.4542,False,False,False
831,832,1,2,0.83,1,1,18.75,True,False,True
832,833,0,3,28.0,0,0,7.2292,True,False,False
833,834,0,3,23.0,0,0,7.8542,True,False,True
834,835,0,3,18.0,0,0,8.3,True,False,True
835,836,1,1,39.0,1,1,83.1583,False,False,False
836,837,0,3,21.0,0,0,8.6625,True,False,True
837,838,0,3,28.0,0,0,8.05,True,False,True
838,839,1,3,32.0,0,0,56.4958,True,False,True
839,840,1,1,28.0,0,0,29.7,True,False,False
840,841,0,3,20.0,0,0,7.925,True,False,True
841,842,0,2,16.0,0,0,10.5,True,False,True
842,843,1,1,30.0,0,0,31.0,False,False,False
843,844,0,3,34.5,0,0,6.4375,True,False,False
844,845,0,3,17.0,0,0,8.6625,True,False,True
845,846,0,3,42.0,0,0,7.55,True,False,True
846,847,0,3,28.0,8,2,69.55,True,False,True
847,848,0,3,35.0,0,0,7.8958,True,False,False
848,849,0,2,28.0,0,1,33.0,True,False,True
849,850,1,1,28.0,1,0,89.1042,False,False,False
850,851,0,3,4.0,4,2,31.275,True,False,True
851,852,0,3,74.0,0,0,7.775,True,False,True
852,853,0,3,9.0,1,1,15.2458,False,False,False
853,854,1,1,16.0,0,1,39.4,False,False,True
854,855,0,2,44.0,1,0,26.0,False,False,True
855,856,1,3,18.0,0,1,9.35,False,False,True
856,857,1,1,45.0,1,1,164.8667,False,False,True
857,858,1,1,51.0,0,0,26.55,True,False,True
858,859,1,3,24.0,0,3,19.2583,False,False,False
859,860,0,3,28.0,0,0,7.2292,True,False,False
860,861,0,3,41.0,2,0,14.1083,True,False,True
861,862,0,2,21.0,1,0,11.5,True,False,True
862,863,1,1,48.0,0,0,25.9292,False,False,True
863,864,0,3,28.0,8,2,69.55,False,False,True
864,865,0,2,24.0,0,0,13.0,True,False,True
865,866,1,2,42.0,0,0,13.0,False,False,True
866,867,1,2,27.0,1,0,13.8583,False,False,False
867,868,0,1,31.0,0,0,50.4958,True,False,True
868,869,0,3,28.0,0,0,9.5,True,False,True
869,870,1,3,4.0,1,1,11.1333,True,False,True
870,871,0,3,26.0,0,0,7.8958,True,False,True
871,872,1,1,47.0,1,1,52.5542,False,False,True
872,873,0,1,33.0,0,0,5.0,True,False,True
873,874,0,3,47.0,0,0,9.0,True,False,True
874,875,1,2,28.0,1,0,24.0,False,False,False
875,876,1,3,15.0,0,0,7.225,False,False,False
876,877,0,3,20.0,0,0,9.8458,True,False,True
877,878,0,3,19.0,0,0,7.8958,True,False,True
878,879,0,3,28.0,0,0,7.8958,True,False,True
879,880,1,1,56.0,0,1,83.1583,False,False,False
880,881,1,2,25.0,0,1,26.0,False,False,True
881,882,0,3,33.0,0,0,7.8958,True,False,True
882,883,0,3,22.0,0,0,10.5167,False,False,True
883,884,0,2,28.0,0,0,10.5,True,False,True
884,885,0,3,25.0,0,0,7.05,True,False,True
885,886,0,3,39.0,0,5,29.125,False,True,False
886,887,0,2,27.0,0,0,13.0,True,False,True
887,888,1,1,19.0,0,0,30.0,False,False,True
888,889,0,3,28.0,1,2,23.45,False,False,True
889,890,1,1,26.0,0,0,30.0,True,False,False
890,891,0,3,32.0,0,0,7.75,True,True,False
